iucn_sid,shallow,shoreline
163317,TRUE,FALSE
163318,TRUE,FALSE
163320,FALSE,FALSE
163325,TRUE,FALSE
163328,FALSE,FALSE
163329,TRUE,FALSE
163330,FALSE,FALSE
163332,FALSE,FALSE
163333,TRUE,FALSE
163334,TRUE,FALSE
163335,FALSE,FALSE
163337,FALSE,FALSE
163338,TRUE,FALSE
163339,TRUE,TRUE
163341,FALSE,FALSE
163342,TRUE,FALSE
163343,TRUE,FALSE
163344,TRUE,TRUE
163345,TRUE,FALSE
163346,TRUE,FALSE
163347,TRUE,FALSE
163348,TRUE,FALSE
163349,TRUE,FALSE
163350,TRUE,FALSE
163352,TRUE,FALSE
163353,TRUE,FALSE
163354,TRUE,FALSE
163356,TRUE,FALSE
163357,TRUE,FALSE
163358,TRUE,FALSE
163359,TRUE,TRUE
163360,TRUE,FALSE
163361,FALSE,FALSE
163362,TRUE,FALSE
163364,FALSE,FALSE
163365,TRUE,FALSE
163366,TRUE,FALSE
163367,TRUE,FALSE
163368,TRUE,FALSE
163369,TRUE,FALSE
163370,TRUE,FALSE
163372,TRUE,FALSE
163374,TRUE,FALSE
163375,TRUE,FALSE
163376,TRUE,FALSE
163377,FALSE,FALSE
163379,TRUE,FALSE
163383,TRUE,FALSE
163384,TRUE,FALSE
163385,FALSE,FALSE
163387,TRUE,TRUE
163388,TRUE,FALSE
163389,TRUE,FALSE
163390,TRUE,FALSE
163391,TRUE,FALSE
163393,TRUE,FALSE
163394,TRUE,FALSE
163396,TRUE,FALSE
163397,TRUE,FALSE
163399,FALSE,FALSE
163400,TRUE,FALSE
163402,TRUE,FALSE
163403,TRUE,FALSE
163404,FALSE,FALSE
163405,TRUE,FALSE
163406,FALSE,FALSE
163407,FALSE,FALSE
163424,TRUE,TRUE
163429,TRUE,TRUE
163435,TRUE,TRUE
163444,TRUE,TRUE
163448,TRUE,TRUE
163997,TRUE,TRUE
164004,TRUE,TRUE
164011,TRUE,TRUE
164020,TRUE,TRUE
164037,TRUE,TRUE
164080,TRUE,TRUE
164095,TRUE,TRUE
164124,TRUE,TRUE
164141,TRUE,TRUE
164144,TRUE,TRUE
164186,TRUE,TRUE
164203,TRUE,TRUE
164274,TRUE,TRUE
164280,TRUE,TRUE
164298,TRUE,TRUE
164320,TRUE,TRUE
164327,TRUE,TRUE
164334,TRUE,TRUE
164350,TRUE,TRUE
164392,TRUE,TRUE
164409,TRUE,FALSE
164447,TRUE,TRUE
164459,TRUE,TRUE
164497,TRUE,TRUE
164508,TRUE,TRUE
164520,TRUE,TRUE
164523,TRUE,TRUE
164528,TRUE,TRUE
164534,TRUE,TRUE
164538,TRUE,TRUE
164542,TRUE,TRUE
164543,TRUE,TRUE
164650,TRUE,TRUE
164728,TRUE,TRUE
164840,TRUE,TRUE
164893,TRUE,FALSE
165117,TRUE,TRUE
165163,TRUE,TRUE
165214,TRUE,TRUE
165245,TRUE,TRUE
165268,TRUE,TRUE
165291,TRUE,FALSE
165293,TRUE,FALSE
165294,TRUE,FALSE
165296,TRUE,FALSE
165297,TRUE,FALSE
165352,TRUE,TRUE
165443,TRUE,TRUE
165469,TRUE,TRUE
165475,TRUE,TRUE
165478,TRUE,TRUE
165479,TRUE,TRUE
165480,TRUE,TRUE
165484,TRUE,TRUE
165487,TRUE,TRUE
165492,TRUE,TRUE
165514,TRUE,TRUE
165521,TRUE,TRUE
165531,TRUE,TRUE
165597,TRUE,TRUE
165607,TRUE,FALSE
165608,TRUE,FALSE
165609,TRUE,FALSE
165610,TRUE,FALSE
165611,TRUE,FALSE
165612,TRUE,FALSE
165613,TRUE,FALSE
165614,TRUE,FALSE
165615,TRUE,FALSE
165616,TRUE,FALSE
165617,TRUE,FALSE
165618,TRUE,FALSE
165619,TRUE,FALSE
165620,TRUE,FALSE
165621,TRUE,FALSE
165622,TRUE,FALSE
165623,TRUE,FALSE
165624,TRUE,FALSE
165625,TRUE,FALSE
165626,TRUE,FALSE
165627,TRUE,FALSE
165628,TRUE,FALSE
165630,TRUE,FALSE
165631,TRUE,FALSE
165632,TRUE,FALSE
165633,TRUE,FALSE
165634,TRUE,FALSE
165635,TRUE,TRUE
165636,TRUE,FALSE
165637,TRUE,FALSE
165638,TRUE,FALSE
165639,TRUE,FALSE
165640,TRUE,FALSE
165641,TRUE,FALSE
165642,TRUE,FALSE
165643,TRUE,FALSE
165644,TRUE,FALSE
165645,TRUE,FALSE
165646,TRUE,FALSE
165647,TRUE,FALSE
165648,TRUE,FALSE
165649,TRUE,FALSE
165650,TRUE,FALSE
165651,TRUE,FALSE
165652,TRUE,FALSE
165653,TRUE,FALSE
165654,TRUE,FALSE
165655,TRUE,FALSE
165656,TRUE,FALSE
165657,TRUE,FALSE
165658,TRUE,FALSE
165659,TRUE,FALSE
165660,TRUE,FALSE
165661,TRUE,FALSE
165662,TRUE,FALSE
165663,TRUE,FALSE
165664,TRUE,FALSE
165665,TRUE,FALSE
165666,TRUE,FALSE
165667,TRUE,FALSE
165668,TRUE,FALSE
165669,TRUE,FALSE
165670,TRUE,FALSE
165671,TRUE,FALSE
165672,TRUE,FALSE
165673,TRUE,FALSE
165674,TRUE,FALSE
165675,TRUE,FALSE
165676,TRUE,FALSE
165677,TRUE,FALSE
165678,TRUE,FALSE
165679,TRUE,FALSE
165680,TRUE,FALSE
165681,TRUE,FALSE
165682,TRUE,FALSE
165683,TRUE,FALSE
165684,TRUE,FALSE
165685,TRUE,FALSE
165686,TRUE,FALSE
165687,TRUE,FALSE
165688,TRUE,FALSE
165689,TRUE,FALSE
165690,TRUE,FALSE
165691,TRUE,FALSE
165692,TRUE,FALSE
165693,TRUE,FALSE
165694,TRUE,FALSE
165695,TRUE,FALSE
165696,TRUE,FALSE
165697,TRUE,FALSE
165698,TRUE,FALSE
165699,TRUE,FALSE
165700,TRUE,FALSE
165701,TRUE,FALSE
165702,TRUE,FALSE
165703,TRUE,FALSE
165704,TRUE,FALSE
165705,TRUE,FALSE
165706,TRUE,FALSE
165707,TRUE,FALSE
165708,TRUE,FALSE
165709,TRUE,FALSE
165710,TRUE,FALSE
165711,TRUE,FALSE
165712,TRUE,FALSE
165713,TRUE,FALSE
165714,TRUE,FALSE
165715,TRUE,FALSE
165716,TRUE,FALSE
165717,TRUE,FALSE
165718,TRUE,FALSE
165719,TRUE,FALSE
165720,TRUE,FALSE
165721,TRUE,FALSE
165723,TRUE,FALSE
165724,TRUE,FALSE
165725,TRUE,FALSE
165726,TRUE,FALSE
165727,TRUE,FALSE
165769,TRUE,TRUE
165773,TRUE,FALSE
165778,TRUE,FALSE
165779,TRUE,TRUE
165780,TRUE,FALSE
165788,TRUE,FALSE
165795,TRUE,FALSE
165800,TRUE,TRUE
165803,TRUE,TRUE
165808,TRUE,FALSE
165811,TRUE,FALSE
165822,TRUE,FALSE
165823,TRUE,FALSE
165824,TRUE,FALSE
165825,TRUE,FALSE
165826,TRUE,FALSE
165827,TRUE,FALSE
165828,TRUE,FALSE
165829,TRUE,FALSE
165830,TRUE,FALSE
165831,TRUE,FALSE
165832,TRUE,FALSE
165833,TRUE,FALSE
165834,TRUE,FALSE
165835,TRUE,FALSE
165836,TRUE,FALSE
165837,TRUE,FALSE
165838,TRUE,FALSE
165839,TRUE,FALSE
165840,TRUE,FALSE
165841,TRUE,FALSE
165842,TRUE,FALSE
165843,TRUE,FALSE
165844,TRUE,FALSE
165845,TRUE,FALSE
165846,TRUE,FALSE
165847,TRUE,FALSE
165848,TRUE,FALSE
165849,TRUE,FALSE
165850,TRUE,FALSE
165851,TRUE,FALSE
165852,TRUE,FALSE
165853,TRUE,FALSE
165854,TRUE,FALSE
165855,TRUE,FALSE
165856,TRUE,FALSE
165857,TRUE,FALSE
165858,TRUE,FALSE
165860,TRUE,FALSE
165861,TRUE,FALSE
165862,TRUE,FALSE
165863,TRUE,FALSE
165864,TRUE,FALSE
165865,TRUE,FALSE
165866,TRUE,FALSE
165867,TRUE,FALSE
165868,TRUE,FALSE
165869,TRUE,FALSE
165870,TRUE,FALSE
165871,TRUE,FALSE
165872,TRUE,FALSE
165873,TRUE,FALSE
165874,TRUE,FALSE
165875,TRUE,FALSE
165876,TRUE,FALSE
165878,TRUE,FALSE
165879,TRUE,FALSE
165880,TRUE,FALSE
165881,TRUE,FALSE
165882,TRUE,FALSE
165883,TRUE,FALSE
165884,TRUE,FALSE
165885,TRUE,FALSE
165887,TRUE,FALSE
165888,TRUE,FALSE
165889,TRUE,FALSE
165890,TRUE,FALSE
165891,TRUE,FALSE
165892,TRUE,FALSE
165893,TRUE,FALSE
165894,TRUE,FALSE
165895,TRUE,FALSE
165896,TRUE,FALSE
165897,TRUE,FALSE
165898,TRUE,FALSE
165899,TRUE,FALSE
165900,TRUE,FALSE
165901,TRUE,FALSE
165902,TRUE,FALSE
165903,TRUE,FALSE
165910,TRUE,FALSE
165912,FALSE,FALSE
165913,FALSE,FALSE
165917,TRUE,TRUE
166009,TRUE,FALSE
166031,TRUE,FALSE
166077,TRUE,TRUE
166092,TRUE,FALSE
166138,TRUE,TRUE
166144,TRUE,TRUE
166171,TRUE,TRUE
166184,TRUE,FALSE
166189,TRUE,FALSE
166196,TRUE,FALSE
166197,TRUE,FALSE
166200,TRUE,TRUE
166216,TRUE,FALSE
166263,TRUE,TRUE
166267,TRUE,FALSE
166268,TRUE,TRUE
166410,TRUE,FALSE
166428,TRUE,FALSE
166439,TRUE,FALSE
166442,TRUE,FALSE
166446,TRUE,FALSE
166470,TRUE,TRUE
166477,TRUE,FALSE
166483,TRUE,FALSE
166530,TRUE,FALSE
166533,TRUE,FALSE
166552,TRUE,FALSE
166562,TRUE,FALSE
166575,TRUE,TRUE
166598,TRUE,FALSE
166628,TRUE,FALSE
166633,TRUE,TRUE
166639,TRUE,FALSE
166641,TRUE,FALSE
166680,TRUE,FALSE
166693,TRUE,TRUE
166699,TRUE,FALSE
166700,TRUE,FALSE
166708,TRUE,TRUE
166709,TRUE,FALSE
166715,TRUE,FALSE
166717,TRUE,FALSE
166719,TRUE,TRUE
166721,TRUE,FALSE
166725,TRUE,TRUE
166739,TRUE,FALSE
166742,TRUE,TRUE
166750,TRUE,TRUE
166754,TRUE,TRUE
166774,TRUE,TRUE
166777,TRUE,FALSE
166781,TRUE,TRUE
166783,TRUE,TRUE
166794,TRUE,TRUE
166801,TRUE,FALSE
166856,TRUE,FALSE
166863,TRUE,FALSE
166868,TRUE,TRUE
166879,TRUE,FALSE
166881,TRUE,TRUE
166892,TRUE,TRUE
166893,TRUE,TRUE
166894,TRUE,TRUE
166897,TRUE,TRUE
166900,TRUE,FALSE
166905,TRUE,FALSE
166910,TRUE,FALSE
166919,TRUE,TRUE
166925,TRUE,TRUE
166929,TRUE,FALSE
166940,TRUE,FALSE
166942,TRUE,FALSE
166944,TRUE,TRUE
166945,TRUE,TRUE
166947,TRUE,FALSE
166955,TRUE,TRUE
166963,TRUE,FALSE
166975,TRUE,TRUE
166980,TRUE,FALSE
166982,TRUE,TRUE
166985,TRUE,FALSE
166990,TRUE,TRUE
166992,TRUE,TRUE
167006,TRUE,FALSE
167010,TRUE,TRUE
167427,TRUE,TRUE
167478,TRUE,TRUE
167710,TRUE,FALSE
167802,TRUE,FALSE
167944,TRUE,TRUE
167996,TRUE,TRUE
167997,TRUE,TRUE
168000,TRUE,TRUE
168297,TRUE,FALSE
168351,TRUE,FALSE
168374,TRUE,FALSE
168438,TRUE,TRUE
168500,TRUE,FALSE
168527,TRUE,FALSE
168643,TRUE,TRUE
168724,TRUE,TRUE
168780,TRUE,TRUE
169015,TRUE,TRUE
169353,TRUE,FALSE
169356,TRUE,TRUE
169358,TRUE,FALSE
169359,TRUE,TRUE
169360,TRUE,FALSE
169361,TRUE,TRUE
169365,TRUE,TRUE
169373,TRUE,FALSE
169374,TRUE,TRUE
169376,TRUE,TRUE
169388,TRUE,TRUE
169496,TRUE,FALSE
169540,TRUE,TRUE
169554,TRUE,TRUE
169587,TRUE,FALSE
169590,TRUE,FALSE
169595,TRUE,FALSE
169599,TRUE,FALSE
169628,TRUE,FALSE
169632,TRUE,TRUE
169636,TRUE,FALSE
169646,TRUE,FALSE
169676,TRUE,FALSE
169679,TRUE,FALSE
169695,TRUE,TRUE
169714,TRUE,TRUE
169767,TRUE,TRUE
169879,TRUE,TRUE
169897,TRUE,TRUE
169948,TRUE,FALSE
169949,TRUE,FALSE
169951,TRUE,TRUE
169954,TRUE,FALSE
169955,TRUE,FALSE
169956,FALSE,FALSE
169957,FALSE,FALSE
169958,FALSE,FALSE
169959,TRUE,FALSE
169960,TRUE,FALSE
169962,FALSE,FALSE
169963,FALSE,FALSE
169964,TRUE,FALSE
169965,FALSE,FALSE
169966,TRUE,TRUE
169967,TRUE,FALSE
169968,TRUE,FALSE
169969,TRUE,FALSE
169970,TRUE,FALSE
169971,FALSE,FALSE
169972,FALSE,FALSE
169973,FALSE,FALSE
169974,TRUE,FALSE
169975,TRUE,FALSE
169976,TRUE,FALSE
169977,FALSE,FALSE
169978,FALSE,FALSE
169979,TRUE,FALSE
169980,TRUE,FALSE
169981,FALSE,FALSE
169983,TRUE,FALSE
169984,TRUE,FALSE
169985,FALSE,FALSE
169986,FALSE,FALSE
169987,TRUE,FALSE
169988,TRUE,FALSE
169989,TRUE,FALSE
169990,TRUE,FALSE
169991,TRUE,FALSE
169993,TRUE,FALSE
169995,TRUE,FALSE
169996,TRUE,FALSE
169997,TRUE,FALSE
169999,TRUE,FALSE
170000,FALSE,FALSE
170002,TRUE,FALSE
170003,FALSE,FALSE
170004,TRUE,FALSE
170005,TRUE,FALSE
170006,TRUE,TRUE
170007,FALSE,FALSE
170008,TRUE,FALSE
170009,TRUE,FALSE
170010,TRUE,FALSE
170011,TRUE,FALSE
170013,TRUE,FALSE
170014,TRUE,FALSE
170015,TRUE,FALSE
170016,FALSE,FALSE
170017,TRUE,FALSE
170018,FALSE,FALSE
170019,FALSE,FALSE
170020,TRUE,FALSE
170021,FALSE,FALSE
170023,TRUE,FALSE
170024,FALSE,FALSE
170025,TRUE,FALSE
170026,TRUE,FALSE
170028,TRUE,FALSE
170029,TRUE,FALSE
170030,TRUE,FALSE
170031,TRUE,FALSE
170032,FALSE,FALSE
170034,TRUE,FALSE
170035,TRUE,FALSE
170036,FALSE,FALSE
170037,TRUE,FALSE
170038,FALSE,FALSE
170039,FALSE,FALSE
170040,FALSE,FALSE
170041,TRUE,FALSE
170042,FALSE,FALSE
170043,FALSE,FALSE
170044,FALSE,FALSE
170046,TRUE,FALSE
170047,TRUE,FALSE
170048,TRUE,FALSE
170049,TRUE,FALSE
170050,FALSE,FALSE
170051,TRUE,FALSE
170052,TRUE,FALSE
170053,FALSE,FALSE
170054,TRUE,FALSE
170055,TRUE,FALSE
170056,TRUE,FALSE
170057,TRUE,FALSE
170059,TRUE,FALSE
170060,FALSE,FALSE
170061,TRUE,FALSE
170062,TRUE,FALSE
170063,TRUE,FALSE
170064,FALSE,FALSE
170065,FALSE,FALSE
170066,TRUE,FALSE
170067,TRUE,FALSE
170068,TRUE,FALSE
170069,FALSE,FALSE
170070,FALSE,FALSE
170071,TRUE,FALSE
170072,TRUE,FALSE
170073,TRUE,FALSE
170075,TRUE,FALSE
170079,FALSE,FALSE
170080,FALSE,FALSE
170081,TRUE,FALSE
170082,FALSE,FALSE
170083,TRUE,TRUE
170085,FALSE,FALSE
170086,FALSE,FALSE
170087,TRUE,FALSE
170088,TRUE,FALSE
170089,FALSE,FALSE
170090,TRUE,FALSE
170092,FALSE,FALSE
170094,TRUE,FALSE
170095,FALSE,FALSE
170096,FALSE,FALSE
170097,TRUE,FALSE
170107,TRUE,TRUE
170110,TRUE,TRUE
170153,TRUE,FALSE
170154,TRUE,FALSE
170155,TRUE,FALSE
170156,TRUE,TRUE
170157,FALSE,FALSE
170158,TRUE,FALSE
170159,TRUE,FALSE
170160,TRUE,FALSE
170161,FALSE,FALSE
170162,TRUE,FALSE
170163,TRUE,FALSE
170164,TRUE,FALSE
170165,TRUE,FALSE
170166,TRUE,FALSE
170167,TRUE,FALSE
170168,TRUE,FALSE
170169,TRUE,FALSE
170170,TRUE,FALSE
170171,TRUE,FALSE
170172,TRUE,FALSE
170173,TRUE,TRUE
170174,TRUE,FALSE
170175,TRUE,TRUE
170176,TRUE,FALSE
170177,TRUE,FALSE
170178,TRUE,FALSE
170179,TRUE,TRUE
170180,TRUE,FALSE
170181,TRUE,FALSE
170182,TRUE,FALSE
170183,TRUE,FALSE
170184,TRUE,FALSE
170185,TRUE,FALSE
170186,TRUE,FALSE
170187,TRUE,FALSE
170188,TRUE,FALSE
170189,TRUE,FALSE
170190,TRUE,FALSE
170191,TRUE,FALSE
170192,TRUE,FALSE
170193,TRUE,TRUE
170194,TRUE,FALSE
170195,TRUE,FALSE
170196,TRUE,FALSE
170197,TRUE,TRUE
170198,TRUE,TRUE
170199,TRUE,FALSE
170200,TRUE,FALSE
170201,TRUE,FALSE
170203,TRUE,FALSE
170204,TRUE,FALSE
170205,TRUE,FALSE
170206,TRUE,FALSE
170207,TRUE,FALSE
170208,TRUE,FALSE
170209,TRUE,FALSE
170210,TRUE,FALSE
170211,TRUE,FALSE
170212,TRUE,FALSE
170213,TRUE,FALSE
170214,TRUE,FALSE
170215,TRUE,FALSE
170216,TRUE,FALSE
170218,TRUE,FALSE
170220,TRUE,FALSE
170221,TRUE,FALSE
170222,TRUE,FALSE
170223,TRUE,FALSE
170224,TRUE,FALSE
170225,TRUE,FALSE
170226,TRUE,TRUE
170227,FALSE,FALSE
170228,TRUE,FALSE
170229,TRUE,FALSE
170230,TRUE,FALSE
170231,TRUE,FALSE
170232,TRUE,FALSE
170233,TRUE,FALSE
170234,TRUE,FALSE
170235,TRUE,FALSE
170238,TRUE,FALSE
170239,TRUE,TRUE
170240,TRUE,FALSE
170241,TRUE,FALSE
170242,TRUE,FALSE
170243,TRUE,FALSE
170244,TRUE,FALSE
170245,TRUE,FALSE
170246,TRUE,FALSE
170247,TRUE,FALSE
170248,TRUE,FALSE
170249,TRUE,FALSE
170250,TRUE,TRUE
170251,TRUE,TRUE
170252,TRUE,FALSE
170253,TRUE,TRUE
170254,TRUE,FALSE
170256,TRUE,FALSE
170257,TRUE,TRUE
170258,TRUE,FALSE
170259,TRUE,FALSE
170260,TRUE,FALSE
170261,TRUE,FALSE
170262,TRUE,TRUE
170263,TRUE,FALSE
170264,TRUE,FALSE
170265,TRUE,FALSE
170266,TRUE,TRUE
170267,TRUE,FALSE
170269,TRUE,TRUE
170270,TRUE,FALSE
170271,TRUE,FALSE
170272,TRUE,TRUE
170273,TRUE,FALSE
170275,TRUE,FALSE
170276,TRUE,FALSE
170277,TRUE,FALSE
170278,TRUE,FALSE
170280,TRUE,FALSE
170282,TRUE,FALSE
170283,TRUE,FALSE
170284,TRUE,FALSE
170285,TRUE,FALSE
170306,TRUE,FALSE
170307,TRUE,FALSE
170308,TRUE,FALSE
170309,TRUE,FALSE
170310,TRUE,FALSE
170311,TRUE,FALSE
170312,TRUE,FALSE
170313,TRUE,FALSE
170314,TRUE,FALSE
170315,TRUE,FALSE
170316,TRUE,FALSE
170318,TRUE,FALSE
170319,TRUE,FALSE
170320,TRUE,FALSE
170321,TRUE,FALSE
170322,TRUE,FALSE
170323,TRUE,FALSE
170324,TRUE,FALSE
170325,TRUE,FALSE
170326,TRUE,FALSE
170327,TRUE,FALSE
170328,TRUE,FALSE
170329,TRUE,FALSE
170330,TRUE,FALSE
170331,TRUE,FALSE
170332,TRUE,FALSE
170333,TRUE,FALSE
170334,TRUE,FALSE
170335,TRUE,FALSE
170336,TRUE,FALSE
170337,TRUE,FALSE
170338,TRUE,FALSE
170339,TRUE,FALSE
170340,TRUE,FALSE
170341,TRUE,FALSE
170342,TRUE,FALSE
170343,TRUE,FALSE
170344,TRUE,FALSE
170345,TRUE,FALSE
170346,TRUE,FALSE
170347,TRUE,FALSE
170348,TRUE,FALSE
170349,TRUE,FALSE
170350,TRUE,FALSE
170351,TRUE,FALSE
170352,TRUE,FALSE
170353,TRUE,FALSE
170354,TRUE,FALSE
170355,TRUE,FALSE
170356,TRUE,FALSE
170357,TRUE,FALSE
170358,TRUE,FALSE
170455,TRUE,TRUE
170496,TRUE,TRUE
170501,TRUE,TRUE
170519,TRUE,TRUE
170526,TRUE,FALSE
170598,TRUE,TRUE
170600,TRUE,TRUE
170601,TRUE,TRUE
170603,TRUE,TRUE
170605,TRUE,TRUE
170723,TRUE,TRUE
170833,TRUE,TRUE
171815,TRUE,FALSE
171817,TRUE,FALSE
171899,TRUE,FALSE
171906,TRUE,FALSE
172015,TRUE,TRUE
172016,TRUE,TRUE
172017,TRUE,TRUE
172053,TRUE,TRUE
172077,TRUE,TRUE
172091,TRUE,TRUE
172118,TRUE,TRUE
172127,TRUE,TRUE
172145,TRUE,TRUE
172148,TRUE,TRUE
172151,TRUE,TRUE
172167,TRUE,TRUE
172176,TRUE,TRUE
172192,TRUE,TRUE
172246,TRUE,TRUE
172255,TRUE,TRUE
172271,TRUE,TRUE
172273,TRUE,TRUE
172281,TRUE,TRUE
172284,TRUE,FALSE
172321,TRUE,TRUE
172359,TRUE,TRUE
172363,TRUE,TRUE
172376,TRUE,TRUE
172393,TRUE,TRUE
172404,TRUE,TRUE
172416,TRUE,TRUE
172443,TRUE,FALSE
172447,TRUE,TRUE
172450,TRUE,FALSE
172468,TRUE,TRUE
172469,TRUE,TRUE
172470,TRUE,TRUE
172487,TRUE,TRUE
172491,TRUE,TRUE
172495,TRUE,TRUE
172497,TRUE,TRUE
172689,TRUE,TRUE
172745,TRUE,TRUE
172784,TRUE,TRUE
172824,TRUE,TRUE
172832,TRUE,TRUE
172904,TRUE,TRUE
172914,TRUE,TRUE
172958,TRUE,TRUE
172970,TRUE,TRUE
172973,TRUE,TRUE
173001,TRUE,TRUE
173007,TRUE,TRUE
173157,TRUE,FALSE
173217,TRUE,TRUE
173254,TRUE,TRUE
173260,TRUE,TRUE
173319,TRUE,TRUE
173320,TRUE,TRUE
173321,TRUE,FALSE
173322,TRUE,FALSE
173324,TRUE,TRUE
173325,TRUE,TRUE
173326,TRUE,FALSE
173327,TRUE,TRUE
173328,TRUE,TRUE
173329,TRUE,TRUE
173330,TRUE,FALSE
173331,TRUE,TRUE
173332,TRUE,TRUE
173333,TRUE,TRUE
173334,TRUE,FALSE
173335,TRUE,FALSE
173336,TRUE,FALSE
173337,TRUE,TRUE
173338,TRUE,FALSE
173339,TRUE,FALSE
173340,TRUE,FALSE
173341,TRUE,TRUE
173342,TRUE,TRUE
173343,TRUE,TRUE
173344,TRUE,TRUE
173345,TRUE,FALSE
173346,TRUE,TRUE
173347,TRUE,TRUE
173348,TRUE,TRUE
173349,TRUE,FALSE
173350,TRUE,FALSE
173351,TRUE,TRUE
173352,TRUE,FALSE
173353,TRUE,FALSE
173354,TRUE,FALSE
173355,TRUE,TRUE
173356,TRUE,TRUE
173357,TRUE,FALSE
173358,TRUE,TRUE
173359,TRUE,TRUE
173360,TRUE,FALSE
173361,TRUE,TRUE
173362,TRUE,TRUE
173363,TRUE,TRUE
173364,TRUE,TRUE
173365,TRUE,FALSE
173366,TRUE,TRUE
173367,TRUE,TRUE
173368,TRUE,TRUE
173369,TRUE,FALSE
173370,TRUE,TRUE
173371,TRUE,FALSE
173372,TRUE,TRUE
173373,TRUE,FALSE
173374,TRUE,TRUE
173375,TRUE,TRUE
173376,TRUE,FALSE
173378,TRUE,TRUE
173379,TRUE,FALSE
173380,TRUE,FALSE
173381,TRUE,FALSE
173382,TRUE,FALSE
173383,TRUE,FALSE
173384,TRUE,TRUE
173392,TRUE,TRUE
173742,TRUE,TRUE
173833,TRUE,TRUE
174100,TRUE,TRUE
174145,FALSE,FALSE
174477,TRUE,TRUE
174480,TRUE,TRUE
174482,TRUE,TRUE
174483,TRUE,TRUE
174484,TRUE,TRUE
174485,TRUE,TRUE
174486,TRUE,FALSE
174487,TRUE,FALSE
174714,TRUE,TRUE
175067,TRUE,FALSE
175074,TRUE,TRUE
175075,TRUE,FALSE
175076,TRUE,TRUE
175093,TRUE,TRUE
175095,TRUE,TRUE
175104,TRUE,TRUE
175125,TRUE,FALSE
175136,TRUE,TRUE
175249,TRUE,TRUE
175944,TRUE,TRUE
176020,TRUE,TRUE
176049,FALSE,FALSE
176050,FALSE,FALSE
176051,FALSE,FALSE
176053,FALSE,FALSE
176054,FALSE,FALSE
176055,FALSE,FALSE
176058,FALSE,FALSE
176060,FALSE,FALSE
176064,FALSE,FALSE
176065,TRUE,FALSE
176066,TRUE,FALSE
176067,TRUE,FALSE
176068,TRUE,FALSE
176069,TRUE,FALSE
176070,TRUE,FALSE
176072,TRUE,FALSE
176073,TRUE,FALSE
176074,TRUE,FALSE
176075,TRUE,FALSE
176076,TRUE,FALSE
176077,TRUE,FALSE
176079,TRUE,FALSE
176081,TRUE,FALSE
176082,FALSE,FALSE
176083,TRUE,FALSE
176084,TRUE,FALSE
176085,TRUE,FALSE
176086,FALSE,FALSE
176087,FALSE,FALSE
176088,TRUE,FALSE
176111,TRUE,TRUE
176209,TRUE,TRUE
176220,TRUE,TRUE
176311,TRUE,TRUE
176332,TRUE,TRUE
176365,TRUE,TRUE
176377,TRUE,TRUE
176390,TRUE,TRUE
176408,TRUE,TRUE
176446,TRUE,TRUE
176486,TRUE,TRUE
176489,TRUE,TRUE
176501,TRUE,TRUE
176502,TRUE,TRUE
176513,TRUE,TRUE
176514,TRUE,TRUE
176516,TRUE,TRUE
176528,TRUE,TRUE
176544,TRUE,TRUE
176547,TRUE,TRUE
176549,TRUE,TRUE
176568,TRUE,TRUE
176583,TRUE,TRUE
176599,TRUE,TRUE
176601,TRUE,TRUE
176670,TRUE,TRUE
176672,TRUE,TRUE
176676,TRUE,FALSE
176677,TRUE,TRUE
176678,TRUE,TRUE
176680,TRUE,TRUE
176683,TRUE,TRUE
176691,TRUE,TRUE
176694,TRUE,TRUE
176703,TRUE,TRUE
176704,TRUE,FALSE
176706,TRUE,FALSE
176707,TRUE,FALSE
176708,TRUE,FALSE
176709,TRUE,FALSE
176711,TRUE,FALSE
176712,TRUE,FALSE
176713,TRUE,FALSE
176714,TRUE,FALSE
176715,TRUE,FALSE
176716,TRUE,FALSE
176717,TRUE,FALSE
176718,TRUE,FALSE
176719,TRUE,TRUE
176720,TRUE,FALSE
176721,TRUE,TRUE
176722,TRUE,FALSE
176723,TRUE,FALSE
176724,TRUE,FALSE
176725,TRUE,TRUE
176726,TRUE,TRUE
176727,TRUE,FALSE
176728,TRUE,FALSE
176729,TRUE,FALSE
176730,TRUE,FALSE
176731,TRUE,FALSE
176733,TRUE,FALSE
176734,TRUE,FALSE
176735,TRUE,FALSE
176736,TRUE,TRUE
176737,TRUE,FALSE
176738,TRUE,FALSE
176739,TRUE,FALSE
176740,TRUE,TRUE
176741,TRUE,FALSE
176742,TRUE,FALSE
176743,TRUE,FALSE
176744,TRUE,FALSE
176745,TRUE,FALSE
176746,TRUE,TRUE
176748,TRUE,FALSE
176749,TRUE,FALSE
176750,TRUE,TRUE
176751,TRUE,FALSE
176752,TRUE,TRUE
176753,TRUE,FALSE
176754,TRUE,FALSE
176755,TRUE,TRUE
176756,TRUE,FALSE
176757,TRUE,FALSE
176759,TRUE,FALSE
176760,TRUE,FALSE
176761,TRUE,FALSE
176762,TRUE,FALSE
176763,TRUE,FALSE
176764,TRUE,FALSE
176765,TRUE,TRUE
176766,TRUE,TRUE
176767,TRUE,FALSE
176768,TRUE,FALSE
176769,TRUE,TRUE
176770,TRUE,FALSE
176771,TRUE,TRUE
176772,TRUE,TRUE
176777,TRUE,TRUE
176877,TRUE,TRUE
176906,TRUE,TRUE
176946,TRUE,TRUE
176953,TRUE,TRUE
