iucn_sid,dimension,text,codes,sciname,taxon
15106,threats,"Human harvests have had a major impact on abundance of Pacific Walrus over the past 200 years (Fay  et al.  1997). The Pacific Walrus continues to be an important subsistence resource for indigenous people in coastal Alaska (Robards  et al.  2013), and harvests in recent years are likely to have been sustainable (Garlich-Miller  et al.  2011, Udevitz  et al.  2013). The future, however, is uncertain, and as global warming and concomitant sea ice declines impact the Walrus population harvest levels could have an important influence on future abundance (Jay  et al.  2011). A variety of mechanisms are available at the international, national, and local level that could be used to ensure that future harvests remain sustainable (Garlich-Miller  et al.  2011, MacCracken 2012). Atlantic Walruses are protected from harvest in Norway (Henriksen and Hilmo 2015) and in Russia (Boltunov  et al.  2010). Subsistence harvests are regulated by quotas in Canada and in Greenland and additionally, females are not supposed to be harvested in Greenland (Wiig  et al.  2014). Recovery is the management target for all currently harvested Atlantic Walrus stocks so allowable takes are conservative.  Observations of incidental take of Pacific Walrus indicate that direct conflicts with fisheries are uncommon (US Fish and Wildlife Service 2010); however, trawl fisheries could disturb important benthic feeding areas (COSEWIC 2006). Human disturbance at land-based haul-out sites, low-level aircraft over-flights and near-shore passage of vessels can have serious effects on hauled out Walruses, as they are highly susceptible to disturbance and easily panicked into stampedes that can result in high mortality, particularly among calves (Udevitz  et al.  2013). Walruses feed low in the trophic web, so generally have relatively low levels of contaminants in their tissues, though individuals that consume marine mammal prey are likely at higher risks (Wolkers  et al.  2006, Skoglund  et al.  2010). Sedimentation from industrial development can cause degradation of their prey populations and oil pollution can negatively impact the filter-feeding Clams that make up most of their diet.  Global warming and associated reduction in the extent, seasonal persistence, and characteristics of sea ice are likely to negatively affect Walrus (e.g., Huntington 2009; Kovacs  et al.  2011, 2012, 2015). The seasonal duration of ice cover is shrinking throughout their range, and at the extreme the Barents Sea region has lost 42 days of ice coverage per decade during 1979-2013 (Laidre  et al.  2015). Declining sea ice reduces suitable strata for pupping and breeding aggregations and limits access to offshore feeding areas (Laidre  et al.  2008, Kovacs  et al.  2011). Global climate models suggest moderate changes in winter-spring ice conditions in the Bering Sea by the mid-2000s (20-30% ice loss) and major changes by the late-2000s (60-90% loss). Summer sea ice in the Chukchi Sea is predicted to show major losses (&gt;80%) by the mid-2000s (Garlich-Miller  et al.  2011). In prior years, Walrus in the Chukchi Sea spent the summer hauling out mostly on sea ice and foraging over a wide area on the shallow continental shelf (Fay 1982). In recent years with little or no summer ice cover, animals have begun to haul out on land in large groups and go to sea to forage from there (Robards and Garlich-Miller 2013). Coastal haul-outs are less suitable because of increased energy required to reach prey resources and mortality due to crowding, disturbance events, and predation (Jay  et al.  2011, Garlich-Miller  et al.  2011, MacCracken 2012). Reduction in sea ice has already lead to increased shipping and development of oil and gas fields in the southern parts of the Walrus’s range, bringing increased risk of spills and discharge of pollutants and disturbance (Semyonova  et al.  2015), and oil and gas exploration is moving north rapidly with exploration licenses having already been granted in East Greenland.",11.1,Odobenus rosmarus,mammals
15108,threats,"Observations of incidental take of Pacific Walrus indicate that direct conflicts with fisheries are uncommon (US Fish and Wildlife Service 2010); however, trawl fisheries could disturb important benthic feeding areas (COSEWIC 2006). Human disturbance at land-based haul-out sites, low-level aircraft overflights and nearshore passage of vessels can have serious effects on hauled out Walruses, as they are highly susceptible to disturbance and easily panicked into stampedes that can result in high mortality levels, particularly among calves (Udevitz  et al.  2013). Walruses feed low in the trophic web, so generally have relatively low levels of contaminants in their tissues, though individuals that consume marine mammal prey are likely at higher risks (Wolkers  et al.  2006, Skoglund  et al.  2010). Sedimentation from industrial development can cause degradation of their prey populations and oil pollution can negatively impact the filter feeding Clams that make up most of their diet.  Global warming and associated reduction in the extent, seasonal persistence, and characteristics of sea ice could negatively affect Walruses (e.g., Huntington 2009; Kovacs  et al.  2011, 2012, 2015). The Barents Sea region in particular is warming rapidly, with a decrease in seasonal ice cover 2-4 times that of other Arctic areas in the last three decades (Laidre  et al.  2015). Declining sea ice reduces suitable strata for pupping and breeding aggregations and limits access to offshore feeding areas (Laidre  et al.  2008, Kovacs  et al.  2011, but also see Born 2005). Reduction in sea ice has already led to increased shipping and development of oil and gas fields in the southern parts of the Atlantic Walrus’s range, bringing increased risk of spills and discharge of pollutants and disturbance (Semyonova  et al.  2015), and oil and gas exploration is moving north rapidly with exploration licenses having already been granted in East Greenland.",11.1,Odobenus rosmarus ssp. rosmarus,mammals
22104,threats," T. senegalensis  population decline has been largely attributed to hunting and incidental capture in fishing nets (Cadenat 1957, Blancou 1960, Dodman  et al . 2008). Although hunting is now illegal in every country in which the African Manatee occurs, laws are often not enforced and hunting and incidental captures are still not being accurately documented in most countries. Manatees are exploited for their meat nearly everywhere they are found, and in many countries the rest of the carcass is discarded. However, in certain countries such as Nigeria, Togo, and Côte d’Ivoire they are also hunted for their skin, bones, and oil for traditional medicines and rituals. They are hunted by various methods including nets, weirs, large box traps, drop traps using harpoons and snag lines, and hand-thrown harpoons (Kombo and Toko 1991, Powell 1996, Reeves  et al . 1988, Roth and Waitkuwait 1986, Akoi 1992, Collins  et al . 2011). The African Manatee is at the greatest risk of extinction due to the high levels of human poverty within its range of distribution (Marsh  et al . 2012).  In Côte d’Ivoire, Powell (1996) sighted Manatees on a daily basis, but found numerous large box traps situated around the rivers and lagoons from the Ghana border to Fresco. The 4 x 1 m traps are constructed of wooden poles stuck in the bottom and a door weighted with a large rock. Powell (1996) built two of these box traps for catching Manatees to radio tag; he caught five Manatees in two traps over four days. These traps are also used in Nigeria and Ghana (B. Dunsin unpublished data, M. Yelibora pers. comm.). Manatees are also caught in special nets with large mesh used specifically for Manatees. In Guinea-Bissau, Silva and Araújo (2001) reported 209 deaths from 1990–1998; of these, 72% died in fishing gear, 13% were hunted, 4% stranded at low tide and 11% the cause of death was undetermined.  Incidental bycatch in fishing gear is also a major threat in all African countries, and even when captured alive, most incidentally caught Manatees are not released, but are killed. Takoukam  et al . (2012) reported 13 Manatees incidentally caught and killed in fishing gear in nine months in coastal Cameroon. Cadenat (1957) recorded the deaths of five Manatees around Joal, Senegal in nets used for catching sharks. Manatees are frequently caught in monofilament nets that are now commonly used in all African countries. Manatees are occasionally killed in fishing trawls. In Côte d’Ivoire, stationary funnel nets are placed across the inlets of major rivers to catch shrimp swept past on tidal currents. These are strong nets that have a wide mouth that faces upstream and then narrows down to a small bag on the cod end. The tidal currents where they are usually set are often strong and several of these nets can block the entire channel. Between 1986 and 1988, three Manatees were killed in the vicinity of Grand Lahou by drowning in these nets, including one radio tagged Manatee (Powell 1996). Akoi (1992) described how Manatees in Côte d’Ivoire are sometimes caught in fishing weirs made of sticks. These weirs are common in Côte d’Ivoire and in many other areas in Africa.  In some locales there have also been reports of killings of large numbers of Manatees over a short period of time, such as 17 individuals killed in the Afram Arm of Lake Volta (Ofori-Danson and Agbogah 1995), 77 Manatees in the Cuanza River Angola in 1998 (Morais 2006), and 133 Manatees killed over three years in the Abanga River in Gabon (Louembet 2008). Johnson (1937) reported that as many as 12 Manatees a day were caught in a 100 mile (161 km) stretch of the Gambia River. Powell (1985) estimated around two Manatees a year were taken between 1978-1983 from this same area though this change cannot be attributed to less hunting pressure or reduced Manatee numbers (or both). If these large scale hunting operations are not curbed, it is entirely possible that the species will become extinct in certain places.  Due to poverty, remoteness and lack of enforcement, Manatees are taken for food and traditional medicinal products throughout their range (Powell 1996). Manatee meat is openly sold in local markets. In Cameroon, Manatee meat was sold along the roadside near Douala and could easily be spotted from a passing car. Manatee meat was seen on three out of five visits during a three month period (J. Powell pers. obs.). In the market in Lambarene, Gabon, Manatee meat was documented nine times between March 2012 and March 2013, as well as additional reports of Manatee being served in local restaurants during the same time period (Mvele and Arrowood 2013a). Manatee meat and oil is reported to move illegally in trade from Chad to Nigeria and Cameroon (Powell 1996, A. Wachoum pers. comm.). In Mali, Nigeria, and Chad, Manatee oil is more prized than the meat. The oil is used for its reputed medicinal properties to cure rheumatism and to condition the skin and hair (Kienta 1985, Reeves  et al . 1988). Oil from the head is used to treat ear infections. In Mali and along the Benue River, certain cuts of the meat are considered to have particular useful properties. For example, the parts of the penis are used to cure impotency in men, and the skin can be made into whips (Kienta 1985, Powell 1996). In Sierra Leone, villagers consume all parts of the Manatee carcass except for the heavy ribs (Reeves  et al . 1988). The meat is shared among villagers and any remains are sold by the trapper. The bones are used to make handles for walking sticks or spinning-tops used in a local game called cii. Little historical data exists for comparison to the present to know if decreases in catch rates are occurring over time.  Recent threats include loss of habitat due to damming of rivers, cutting of mangroves for firewood and destruction of wetlands for agricultural development. Coastal development all along the western side of the African continent is decreasing Manatee habitat.  In recent times hydroelectric and agricultural dams have also isolated Manatee populations in many major rivers, including in Lake Volta, Ghana (Akosombo Dam, constructed in 1965), the Niger River (Kainji Dam in Nigeria, constructed in 1968, and the Markala Dam in Mali, completed in 1945), and the Senegal River (Diama Dam, constructed in 1983 and the Kayes Dam in Mali). Since 2008, the Niger River Basin Authority has authorized the construction of three additional multi-purpose dams: at Fomi in Guinea, Taoussa in Mali, and Kandjadji in Niger (Diarra 2011). An additional dam has also been authorized at Kayes Mali on the Senegal River. All of these are likely to further restrict Manatee habitat in these countries and lead to genetic isolation of populations. At the Kanji dam on the Niger River, Nigeria and at the Akosombo dam on the Volta River, Ghana, Manatees have been known to be killed in the turbines and intake of the hydro-electric generator (Powell 1996). In Nigeria, for example, Isahaya (pers. comm.) reported seeing as many as six Manatee carcasses at one time below the Kainji dam. An agricultural dam constructed in 2008 at Navel, Senegal on a seasonal tributary of the Senegal River killed five Manatees within the first four years after it was built: three due to drowning against dam grates and two due to entrapment behind the dam. Seven other live Manatees were rescued from behind the same dam and released back into the Senegal River (Oceanium Dakar and L. Keith Diagne unpublished data).  In countries including Benin, Senegal, and Angola, Manatees can become trapped in small lakes as rivers and flooded areas dry up in the dry season (Dossou-Bodjrènou  et al . 2006, Morais 2006, Oceanium Dakar unpublished data). In some cases, such as during a severe drought in Lake Guiers in the 1970s, Manatees died due to stranding (Dupuy and Maigret 1978). In other cases, becoming trapped in these smaller bodies of water makes Manatees more vulnerable to hunting.  Coastal development near Abidjan, Côte d’Ivoire resulted in loss of habitat and increased human disturbance contributing to the disappearance of Manatees in the area. Although still rare in Africa, increases in motorized boats and large vessel traffic in some of the rivers and lagoons may also pose a threat from collisions with watercraft, the highest known cause of death in Florida and Belizean Manatee populations. A pregnant female Manatee was struck and killed by a boat at a natural gas port at the mouth of the Congo River in Angola in 2007, and residents of nearby villages report a large decrease in Manatee sightings in the area since construction on the large facility began (L. Keith Diagne unpublished data).  National and international trade in live Manatees exists. In Nigeria and Mali Manatees have been captured for exhibit in local zoos. These Manatees usually die after a short time in captivity because their caretakers have not been properly trained and/or did not provide them enough food. Between 2000 – 2010, CITES records show that a total of 28 live Manatees were exported from four African countries (Cameroon, Guinea, Guinea-Bissau, and Côte d’Ivoire) to aquaria in Asia (Japan, Korea, China, and Taiwan). Wild caught Manatees from Guinea-Bissau are offered for sale on the internet (River Zoo Farms). However, with the up-listing of the species to CITES Appendix I in March 2013, international trade is no longer legal.",11.1,Trichechus senegalensis,mammals
39774,threats," &#160;The continued high demand and price for this species in the Hong Kong live reef fish market will likely encourage increased fishing effort and overexploitation. Once Indonesian populations are no longer viable for fishing, effort is likely to expand to target populations in other parts of its range such as southeast Asia countries.&#160;An illegal trade of  C. altivelis  (and other live reef food fishes) exists from the Philippines through Malaysia (Cabanban pers. comm. 2016). Much of the live fish imports into Hong Kong on live fish carrier vessels (as opposed to by air) is illegal as it is not declared to Hong Kong Customs (ADM Capital Foundation Report in prep March 2017). ",11.1,Cromileptes altivelis,groupers
41672,threats,"Ringed Seals carry loads of organochlorine and heavy metal contaminants from industry and agriculture that have been implicated in uterine pathology in Baltic Seals (Bergman and Olsson 1986), and high concentrations of mercury in Saimaa Seals is thought to have reduced pup production in the 1960s and 1970s (Sipilä and Hyvärinen 1998, Kostamo  et al . 2002). However, following restrictions on the use and release of persistent organic pollutants (POPs) into the environment, contaminant levels are dropping rapidly in the Baltic (Kostamo  et al . 2002). The same is true with regards to POPs in Arctic populations (Wolkers  et al . 2008). Oil contamination poses poorly known risks to Ringed Seals. The greatest impacts would likely result if spills occurred during the pupping season or if food resources were negatively affected (Smith 1987, Reeves 1998).  Manipulation of water levels, recreational snow machine operation, net-fishing, boating, tourism, and development of cottages on the shoreline have been noted as threats to the Ringed Seals in Lake Saimaa, and industrial pollution, net fishing and poaching, as well as disturbance of on-shore summer haulout groups have been highlighted as threats for the Ladoga Seals (Sipilä and Hyvärinen 1998, Agafonova  et al . 2007). Predation by Red Fox, Wolves, feral and domestic Dogs, and even birds of prey, are also risks for these lake Seals (e.g., Kunnasranta  et al . 2001). By-catch in fisheries and other negative impacts associated with fisheries conflicts seem at present to be the major threat to Saimaa and Ladoga Seals (Kokko  et al . 1998, Sipilä and Hyvärinen 1998, Verevkin 2002, Sipilä 2003, Agafonova  et al . 2007).  Global warming may pose the greatest threat to Ringed Seals of all subspecies if it leads to large losses of the stable ice habitat required for pupping and rearing their young (Tynan and DeMaster 1997, Learmonth  et al . 2006, Kovacs and Lydersen 2008, Laidre  et al . 2008). Early break-up of the ice results in poor condition of pups and higher mortality rates (Smith and Harwood 2001). Associated changes in precipitation and weather patterns could also negatively affect Ringed Seal populations if there is insufficient snow cover to protect pups in lairs in the spring (Stirling and Derocher 1993, Ferguson&#160; et al . 2005, Kelly&#160; et al . 2010, Hezel&#160; et al . 2012, Iacozza and Ferguson 2014). Pups born outside lairs have a very low chance of survival; the pups are so small that even large Gulls can be predators if they are exposed (Lydersen and Smith 1989). Declining trends in reproduction and survival of pups have already been noted in some regions that have been attributed to earlier break-up of the sea ice over recent decades and concomitant changes in the marine ecosystem (Ferguson  et al . 2005, Stirling 2005). Reductions in arctic sea ice could have quite dramatic effects via prey availability if Polar and Arctic Cod populations are negatively impacted.    Reductions in sea ice cover will likely lead to increased human activity in arctic regions in the form of shipping and resource extraction industries, with associated increased threat of marine accidents and pollution discharge (Pagnan 2000). An increase in human-created noise in the arctic environment could cause marine mammals, including Ringed Seals, to abandon areas (Tynan and DeMaster 1997) although studies to date suggest relatively minor impacts of development (Davis&#160; et al .&#160;1991; Moulton&#160; et al . 2002, 2003, 2005; Blackwell&#160; et al .&#160;2004). However, over-flights by aircraft certainly cause disturbance to Ringed Seals if flights occur by helicopter at less than 1,500 m distance or by fixed-winged aircraft at closer than 500 m (Born&#160; et al .&#160;1999).",11.1,Pusa hispida,mammals
41677,threats,"Global warming may pose the greatest threat to Ringed Seals of all subspecies if it leads to large losses of the stable ice habitat required for pupping and rearing their young (Tynan and DeMaster 1997; Learmonth  et al.  2006; Kovacs and Lydersen 2008; Laidre  et al.  2008, 2015). Early break-up of the ice results in poor condition of pups and higher mortality rates (e.g., Smith and Harwood 2001). Associated changes in precipitation and weather patterns could also negatively affect Ringed Seal populations if there is insufficient snow cover to protect pups in lairs in the spring (Stirling and Derocher 1993, Ferguson  et al.  2005). Pups born outside lairs have a very low chance of survival; the pups are so small that even large Gulls can be predators if they are exposed (e.g., Lydersen and Smith 1989). Declining trends in reproduction and survival of Ringed Seal pups have already been noted in some regions that have been attributed to earlier break-up of the sea ice over recent decades and concomitant changes in the marine ecosystem (Ferguson  et al.  2005, Stirling 2005).  Ice is also needed by Ringed Seals for molting, resting, and in some populations foraging, but the type of ice used and its stability are more flexible outside the breeding season. Reductions in arctic sea ice could have dramatic effects via prey availability if prey populations are negatively impacted.  Reductions in sea ice cover will likely lead to increased human activity in the Arctic in the form of shipping and resource extraction industries, with associated increased threat of marine accidents and pollution discharge (Pagnan 2000). An increase in human created noise in the arctic environment could cause marine mammals, including Ringed Seals, to abandon areas of otherwise suitable habitat (Tynan and DeMaster 1997).",11.1,Pusa hispida ssp. ochotensis,mammals
132751,threats," This species is typically a relatively minor component of most reef fisheries, and global level declines are not known at this time. It may be vulnerable to overfishing by small-scale commercial fishers that typically operate in developing island countries such as Pohnpei and Palau (Rhodes and Tupper 2007).  ",11.1,Epinephelus coeruleopunctatus,groupers
132763,threats,Fishing is a potential threat to  Epinephelus corallicola  by small-scale commercial fishers; it also appears rarely in the Live Reef Food Fish Trade.,11.1,Epinephelus corallicola,groupers
132766,threats, Fishing activity is not suspected to be a major global-level threat. This species occurs within shallow reef habitats that can be susceptible to degradation and bleaching. ,11.1,Epinephelus macrospilos,groupers
132808,threats,"Although this species is taken in local fisheries in parts of its range, loss of complex reef structure due to coral mortality is likely to be the more significant threat to its population&#160;in the future. Declines in coral cover within its range are associated with destructive fishing practices, sediment run-off, cyclones, coral bleaching and Acanthaster outbreaks (De’ath  et al . 2012). A study conducted at the Apo Island no-take marine reserve in the Philippines attributed an 82% decline in abundance of this species from 2010-2013 to a concurrent 96% decline in live coral cover (Russ and Cherh &#160;2017) . In contrast, a study conducted at Sumilon Reserve, which is 41 km from Apo, also found declines, but was likely due to overfishing. The conclusions of these studies demonstrate that fishing can have a highly significant effect on abundance that is&#160;mediated by environmental disturbance.",11.1,Cephalopholis cyanostigma,groupers
133706,threats," There is currently no evidence of human-related mortality or serious injury (i.e. injury likely to prove lethal), but in view of the remoteness of the subpopulation’s habitat, most deaths and injuries would likely pass unrecorded.    This subpopulation is potentially subject to entanglements in fishing gear, disturbance by vessels and other noise sources, ship strikes, and contaminants (including those related to offshore hydrocarbon development and transport). The continuing loss of sea ice in the Arctic is likely to result in a significant increase in trans-polar vessel traffic through Right Whale habitat in the Bering Sea and perhaps elsewhere (Reeves  et al . 2014).    As compared with the intensively studied North Atlantic Right Whale, the more offshore and remote distribution of the North Pacific Right Whale may be an advantage in terms of less frequent and intensive exposure to human activities, but the disadvantage is that any impacts of such activities that do occur are much less likely to be detected and their consequences would be harder to ascertain and evaluate. The density of fishing gear in the Bering Sea and Gulf of Alaska is a fraction of that on the eastern coast of North America where North Atlantic Right Whales are frequently entangled, and analysis of photographs suggests a low frequency of entanglement scarring in eastern North Pacific animals relative to their North Atlantic congeners. Nonetheless, as noted above, the lack of sighting effort minimizes the probability that any injury or death of a Right Whale in the eastern North Pacific will be detected. ",11.1,Eubalaena japonica Northeast Pacific subpopulation,mammals
154957,threats,"Major threats for this species include habitat degradation and destruction due to diving, extraction of corals or live rocks, blast fishing, etc. (Dominici-Arosemena and Wolf 2006). This species may also be susceptible to current or future ENSO events,  given its very narrow and shallow depth range (Glynn 1991, Guzmán and Cortés 1992, Hughes  et al.  2002, D’Croz and Maté 2004).",11.3,Hypsoblennius striatus,blennies
165607,threats,"This species probably feeds on live coral, and may therefore decline in abundance following climate-induced coral depletion (Pratchett &#160;et al.&#160; 2008). Currently there have been no documented declines associated with coral loss, and there appear to be no other major threats to this species.",11.1,Chaetodon falcula,butterfly_fishes
165641,threats,"This species relies on live coral for food and/or recruitment and was shown to decline following coral depletion in 1981 in a small part of its range, but has since recovered (Berumen and Pratchett 2006). There appear to be no other major threats to this species.",11.1,Chaetodon ornatissimus,butterfly_fishes
165673,threats," Relies on live coral for food and recruitment, and has been shown to decline substantially (67%) following climate-induced coral depletion (Graham    et al . 2007). ",11.1,Chaetodon trifasciatus,butterfly_fishes
165704,threats,"Relies on live coral for food and recruitment, and has declined significantly following climate-induced coral depletion on the Great Barrier Reef (Pratchett  et al.  2006).&#160;However coral bleaching and coral loss has been patchy throughout the Pacific Ocean, and localised declines due to coral loss have not substantially affected the global population. There are no apparent threats other than coral loss.",11.1,Chaetodon lunulatus,butterfly_fishes
165712,threats,"  Chaetodon trifascialis  is an obligate corallivore on a number of corals that are susceptible to bleaching events and have undergone population declines throughout the Indo-Pacific ranging from 20 to 37% because of reef loss and have been assessed under Red List Criteria (Carpenter  et al . 2008). It has been observed feeding on:  Acropora hyacinthus  (with a strong preference and apparent survival dependency);  A. intermedia  (now recognized as  A. nobilis  and  A. formosa) ;  A. gemmifera ;  A. millepora ;  A. florida  ;   A. cytherea ;  A. tenuis ;  A. robbusta ;  A. cerialis  (Pratchett, 2005);  A. clathrata ;  P. damicornis  (Graham, 2007);  A. aspera  (Reese, 1981);  Stylophora pistillata ;&#160; and  Pocillopora eydouxi  (Samways, 2005). On reefs where it was observed in transects, it has been completely absent from transects after massive bleaching events (Pratchett  et al . 2006). ",11.3,Chaetodon trifascialis,butterfly_fishes
165717,threats,"Relies on live coral for food and recruitment, and has declined significantly following climate-induced coral depletion on the Great Barrier Reef (Pratchett&#160; et al. &#160;2006). Aside from coral loss and habitat degradation, there are no other major threats to this species.",11.1,Chaetodon rainfordi,butterfly_fishes
165836,threats," This species has a highly restricted distribution with the entirety of its population confined to reef habitat in the Clipperton Atoll,with an area of occupancy estimated to be less than &lt;10 km 2 . In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al.  2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g., the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al.  2004). Given this species restricted distribution, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species. However, this species is found in deeper waters and declines for this species may not be as severe as for other more shallow-water species.   ",11.5,Holacanthus limbaughi,angelfishes
165861,threats," This species has a restricted distribution with the majority of the population confined to a reef habitat in a single location (two locations if Clarion is considered separate from the other three islands), and its area of occupancy is estimated to be less than &lt;50 km 2 . It has previously been collected for the aquarium trade.    In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al.  2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al.  2004). Given this species restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.   ",11.5,Holacanthus clarionensis,angelfishes
165876,threats,"       There appear to be no major threats to this species. Although it is collected for the aquarium trade, harvest levels are not considered to be impacting the global population. There is no substantial habitat loss in the range of this species, however a localized population decline of 33% in association with general habitat degradation occurred following a 1998 coral bleaching event in the Seychelles Islands (Spalding and Jarvis 2002).        ",11.1,Centropyge multispinis,angelfishes
183221,threats,"This species has a restricted distribution and primarily shallow water habitat. In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Myxodagnus sagitta,blennies
183236,threats,"This species is potentially threatened by increasing coastal development for the tourism industry within its restricted, shallow-range habitat. In addition, localized stochastic events including future oceanographic environmental changes from ENSO and global warming events may have detrimental effects on the survival of these shallow water regional endemic species (Soto 2001, Chen  et al.  2004).","11.1, 11.3",Tanyemblemaria alleni,blennies
183277,threats,Oceanographic environmental changes such as ENSO/Global warming may have fatal effects on the marine ecosystems and the survival of this regional endemic species (Chen  et al . 2004; Soto 2001).,"11.1, 11.3",Lile gracilis,clupeiformes
183305,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Xyrichtys victori,wrasses_and_parrotfishes
183360,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Guzmán and Cortés 1992, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama, Costa Rica and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species’ restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Labrisomus jenkinsi,blennies
183373,threats,"This species has a restricted distribution and shallow water habitat. In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g., the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Hypsoblennius proteus,blennies
183393,threats,"This species has a restricted distribution and shallow water habitat. In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Gillellus chathamensis,blennies
183427,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Guzmán and Cortés 1992, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama, Costa Rica and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species’ restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Lepidonectes bimaculatus,blennies
183433,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Halichoeres salmofasciatus,wrasses_and_parrotfishes
183473,threats,"This species has a very restricted range and specific habitat type, with an area of occupancy estimated to be less than 20 km 2 .  In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Thalassoma virens,wrasses_and_parrotfishes
