iucn_sid,stressor,sens
133456,oa,TRUE
133456,slr,NA
133456,sst,TRUE
133457,oa,TRUE
133457,slr,NA
133457,sst,TRUE
133458,oa,TRUE
133458,slr,NA
133458,sst,TRUE
133459,oa,TRUE
133459,slr,NA
133459,sst,TRUE
133460,oa,TRUE
133460,slr,NA
133460,sst,TRUE
133461,oa,TRUE
133461,slr,NA
133461,sst,TRUE
133462,oa,TRUE
133462,slr,NA
133462,sst,TRUE
133463,oa,TRUE
133463,slr,NA
133463,sst,TRUE
133464,oa,TRUE
133464,slr,NA
133464,sst,TRUE
133466,oa,TRUE
133466,slr,NA
133466,sst,TRUE
133467,oa,TRUE
133467,slr,NA
133467,sst,TRUE
133468,oa,TRUE
133468,slr,NA
133468,sst,TRUE
133469,oa,TRUE
133469,slr,NA
133469,sst,TRUE
133470,oa,TRUE
133470,slr,NA
133470,sst,TRUE
133471,oa,TRUE
133471,slr,NA
133471,sst,TRUE
133472,oa,TRUE
133472,slr,NA
133472,sst,TRUE
133473,oa,TRUE
133473,slr,NA
133473,sst,TRUE
133474,oa,TRUE
133474,slr,NA
133474,sst,TRUE
133475,oa,TRUE
133475,slr,NA
133475,sst,TRUE
133476,oa,TRUE
133476,slr,NA
133476,sst,TRUE
133477,oa,TRUE
133477,slr,NA
133477,sst,TRUE
133478,oa,TRUE
133478,slr,NA
133478,sst,TRUE
133479,oa,TRUE
133479,slr,NA
133479,sst,TRUE
133480,oa,TRUE
133480,slr,NA
133480,sst,TRUE
133481,oa,TRUE
133481,slr,NA
133481,sst,TRUE
133482,oa,TRUE
133482,slr,NA
133482,sst,TRUE
133483,oa,TRUE
133483,slr,NA
133483,sst,TRUE
133484,oa,TRUE
133484,slr,NA
133484,sst,TRUE
133485,oa,TRUE
133485,slr,NA
133485,sst,TRUE
133486,oa,TRUE
133486,slr,NA
133486,sst,TRUE
133487,oa,TRUE
133487,slr,NA
133487,sst,TRUE
133488,oa,TRUE
133488,slr,NA
133488,sst,TRUE
133489,oa,TRUE
133489,slr,NA
133489,sst,TRUE
133490,oa,TRUE
133490,slr,NA
133490,sst,TRUE
133491,oa,TRUE
133491,slr,NA
133491,sst,TRUE
133492,oa,TRUE
133492,slr,NA
133492,sst,TRUE
133493,oa,TRUE
133493,slr,NA
133493,sst,TRUE
133494,oa,TRUE
133494,slr,NA
133494,sst,TRUE
133495,oa,TRUE
133495,slr,NA
133495,sst,TRUE
133496,oa,TRUE
133496,slr,NA
133496,sst,TRUE
133497,oa,TRUE
133497,slr,NA
133497,sst,TRUE
133498,oa,TRUE
133498,slr,NA
133498,sst,TRUE
133499,oa,TRUE
133499,slr,NA
133499,sst,TRUE
133500,oa,TRUE
133500,slr,NA
133500,sst,TRUE
133501,oa,TRUE
133501,slr,NA
133501,sst,TRUE
133502,oa,TRUE
133502,slr,NA
133502,sst,TRUE
133503,oa,TRUE
133503,slr,NA
133503,sst,TRUE
133504,oa,TRUE
133504,slr,NA
133504,sst,TRUE
133505,oa,TRUE
133505,slr,NA
133505,sst,TRUE
133506,oa,TRUE
133506,slr,NA
133506,sst,TRUE
133507,oa,TRUE
133507,slr,NA
133507,sst,TRUE
133508,oa,TRUE
133508,slr,NA
133508,sst,TRUE
133509,oa,TRUE
133509,slr,NA
133509,sst,TRUE
133510,oa,TRUE
133510,slr,NA
133510,sst,TRUE
133511,oa,FALSE
133511,slr,NA
133511,sst,TRUE
133512,oa,TRUE
133512,slr,NA
133512,sst,NA
133513,oa,TRUE
133513,slr,NA
133513,sst,TRUE
133514,oa,TRUE
133514,slr,NA
133514,sst,TRUE
133515,oa,TRUE
133515,slr,NA
133515,sst,TRUE
133517,oa,TRUE
133517,slr,NA
133517,sst,TRUE
133518,oa,TRUE
133518,slr,NA
133518,sst,TRUE
133519,oa,TRUE
133519,slr,NA
133519,sst,TRUE
133520,oa,TRUE
133520,slr,NA
133520,sst,TRUE
133521,oa,TRUE
133521,slr,NA
133521,sst,TRUE
133522,oa,TRUE
133522,slr,NA
133522,sst,TRUE
133523,oa,TRUE
133523,slr,NA
133523,sst,TRUE
133524,oa,TRUE
133524,slr,NA
133524,sst,TRUE
133525,oa,TRUE
133525,slr,NA
133525,sst,TRUE
133526,oa,TRUE
133526,slr,NA
133526,sst,TRUE
133527,oa,TRUE
133527,slr,NA
133527,sst,TRUE
133528,oa,TRUE
133528,slr,NA
133528,sst,TRUE
133529,oa,TRUE
133529,slr,NA
133529,sst,TRUE
133530,oa,TRUE
133530,slr,NA
133530,sst,TRUE
133531,oa,TRUE
133531,slr,NA
133531,sst,TRUE
133532,oa,TRUE
133532,slr,NA
133532,sst,TRUE
133533,oa,TRUE
133533,slr,NA
133533,sst,TRUE
133534,oa,TRUE
133534,slr,NA
133534,sst,TRUE
133535,oa,TRUE
133535,slr,NA
133535,sst,TRUE
133536,oa,TRUE
133536,slr,NA
133536,sst,TRUE
133537,oa,TRUE
133537,slr,NA
133537,sst,TRUE
133538,oa,TRUE
133538,slr,NA
133538,sst,TRUE
133539,oa,TRUE
133539,slr,NA
133539,sst,TRUE
133540,oa,TRUE
133540,slr,NA
133540,sst,TRUE
133541,oa,TRUE
133541,slr,NA
133541,sst,TRUE
133542,oa,TRUE
133542,slr,NA
133542,sst,TRUE
133543,oa,TRUE
133543,slr,NA
133543,sst,TRUE
133544,oa,TRUE
133544,slr,NA
133544,sst,TRUE
133545,oa,TRUE
133545,slr,NA
133545,sst,TRUE
133546,oa,TRUE
133546,slr,NA
133546,sst,TRUE
133547,oa,TRUE
133547,slr,NA
133547,sst,TRUE
133548,oa,TRUE
133548,slr,NA
133548,sst,TRUE
133549,oa,TRUE
133549,slr,NA
133549,sst,TRUE
133550,oa,TRUE
133550,slr,NA
133550,sst,TRUE
133551,oa,TRUE
133551,slr,NA
133551,sst,TRUE
133552,oa,TRUE
133552,slr,NA
133552,sst,TRUE
133553,oa,TRUE
133553,slr,NA
133553,sst,TRUE
133554,oa,TRUE
133554,slr,NA
133554,sst,TRUE
133555,oa,TRUE
133555,slr,NA
133555,sst,TRUE
133556,oa,TRUE
133556,slr,NA
133556,sst,TRUE
133557,oa,TRUE
133557,slr,NA
133557,sst,TRUE
133558,oa,TRUE
133558,slr,NA
133558,sst,TRUE
133559,oa,TRUE
133559,slr,NA
133559,sst,TRUE
133560,oa,TRUE
133560,slr,NA
133560,sst,TRUE
133561,oa,TRUE
133561,slr,NA
133561,sst,TRUE
133562,oa,TRUE
133562,slr,NA
133562,sst,TRUE
133563,oa,TRUE
133563,slr,NA
133563,sst,TRUE
133564,oa,TRUE
133564,slr,NA
133564,sst,TRUE
133565,oa,TRUE
133565,slr,NA
133565,sst,TRUE
133566,oa,TRUE
133566,slr,NA
133566,sst,TRUE
133567,oa,TRUE
133567,slr,NA
133567,sst,TRUE
133568,oa,TRUE
133568,slr,NA
133568,sst,TRUE
133569,oa,TRUE
133569,slr,NA
133569,sst,TRUE
133570,oa,TRUE
133570,slr,NA
133570,sst,TRUE
133571,oa,TRUE
133571,slr,NA
133571,sst,TRUE
133572,oa,TRUE
133572,slr,NA
133572,sst,TRUE
133573,oa,TRUE
133573,slr,NA
133573,sst,TRUE
133574,oa,TRUE
133574,slr,NA
133574,sst,TRUE
133575,oa,TRUE
133575,slr,NA
133575,sst,TRUE
133576,oa,TRUE
133576,slr,NA
133576,sst,TRUE
133577,oa,TRUE
133577,slr,NA
133577,sst,TRUE
133578,oa,TRUE
133578,slr,NA
133578,sst,TRUE
133579,oa,TRUE
133579,slr,NA
133579,sst,TRUE
133580,oa,TRUE
133580,slr,NA
133580,sst,TRUE
133581,oa,TRUE
133581,slr,NA
133581,sst,TRUE
133582,oa,TRUE
133582,slr,NA
133582,sst,TRUE
133583,oa,TRUE
133583,slr,NA
133583,sst,TRUE
133584,oa,TRUE
133584,slr,NA
133584,sst,TRUE
133585,oa,TRUE
133585,slr,NA
133585,sst,TRUE
133586,oa,TRUE
133586,slr,NA
133586,sst,TRUE
133587,oa,TRUE
133587,slr,NA
133587,sst,TRUE
133588,oa,TRUE
133588,slr,NA
133588,sst,TRUE
133589,oa,TRUE
133589,slr,NA
133589,sst,TRUE
133590,oa,TRUE
133590,slr,NA
133590,sst,TRUE
133591,oa,TRUE
133591,slr,NA
133591,sst,TRUE
133592,oa,TRUE
133592,slr,NA
133592,sst,TRUE
133593,oa,TRUE
133593,slr,NA
133593,sst,TRUE
133594,oa,TRUE
133594,slr,NA
133594,sst,TRUE
133595,oa,TRUE
133595,slr,NA
133595,sst,TRUE
133596,oa,TRUE
133596,slr,NA
133596,sst,TRUE
133597,oa,TRUE
133597,slr,NA
133597,sst,TRUE
133598,oa,TRUE
133598,slr,NA
133598,sst,TRUE
133599,oa,TRUE
133599,slr,NA
133599,sst,TRUE
133600,oa,TRUE
133600,slr,NA
133600,sst,TRUE
133601,oa,TRUE
133601,slr,NA
133601,sst,TRUE
133602,oa,TRUE
133602,slr,NA
133602,sst,TRUE
133603,oa,TRUE
133603,slr,NA
133603,sst,TRUE
133604,oa,TRUE
133604,slr,NA
133604,sst,TRUE
133605,oa,TRUE
133605,slr,NA
133605,sst,TRUE
133606,oa,TRUE
133606,slr,NA
133606,sst,TRUE
133607,oa,TRUE
133607,slr,NA
133607,sst,TRUE
133608,oa,TRUE
133608,slr,NA
133608,sst,TRUE
133609,oa,TRUE
133609,slr,NA
133609,sst,TRUE
133610,oa,TRUE
133610,slr,NA
133610,sst,TRUE
133611,oa,TRUE
133611,slr,NA
133611,sst,TRUE
133612,oa,TRUE
133612,slr,NA
133612,sst,TRUE
133613,oa,TRUE
133613,slr,NA
133613,sst,TRUE
133614,oa,TRUE
133614,slr,NA
133614,sst,TRUE
133615,oa,TRUE
133615,slr,NA
133615,sst,TRUE
133616,oa,TRUE
133616,slr,NA
133616,sst,TRUE
133617,oa,TRUE
133617,slr,NA
133617,sst,TRUE
133618,oa,TRUE
133618,slr,NA
133618,sst,TRUE
133619,oa,TRUE
133619,slr,NA
133619,sst,TRUE
133620,oa,TRUE
133620,slr,NA
133620,sst,TRUE
133621,oa,TRUE
133621,slr,NA
133621,sst,TRUE
133622,oa,TRUE
133622,slr,NA
133622,sst,TRUE
133623,oa,TRUE
133623,slr,NA
133623,sst,TRUE
133624,oa,TRUE
133624,slr,NA
133624,sst,TRUE
133625,oa,TRUE
133625,slr,NA
133625,sst,TRUE
133626,oa,TRUE
133626,slr,NA
133626,sst,TRUE
133627,oa,TRUE
133627,slr,NA
133627,sst,TRUE
133628,oa,TRUE
133628,slr,NA
133628,sst,TRUE
133629,oa,TRUE
133629,slr,NA
133629,sst,TRUE
133630,oa,TRUE
133630,slr,NA
133630,sst,TRUE
133631,oa,TRUE
133631,slr,NA
133631,sst,TRUE
133632,oa,TRUE
133632,slr,NA
133632,sst,TRUE
133633,oa,TRUE
133633,slr,NA
133633,sst,TRUE
133634,oa,TRUE
133634,slr,NA
133634,sst,TRUE
133635,oa,TRUE
133635,slr,NA
133635,sst,TRUE
133636,oa,TRUE
133636,slr,NA
133636,sst,TRUE
133637,oa,TRUE
133637,slr,NA
133637,sst,TRUE
133638,oa,TRUE
133638,slr,NA
133638,sst,TRUE
133639,oa,TRUE
133639,slr,NA
133639,sst,TRUE
133640,oa,TRUE
133640,slr,NA
133640,sst,TRUE
133641,oa,TRUE
133641,slr,NA
133641,sst,TRUE
133642,oa,TRUE
133642,slr,NA
133642,sst,TRUE
133643,oa,TRUE
133643,slr,NA
133643,sst,TRUE
133644,oa,TRUE
133644,slr,NA
133644,sst,TRUE
133645,oa,TRUE
133645,slr,NA
133645,sst,TRUE
133646,oa,TRUE
133646,slr,NA
133646,sst,TRUE
133647,oa,TRUE
133647,slr,NA
133647,sst,TRUE
133648,oa,TRUE
133648,slr,NA
133648,sst,TRUE
133649,oa,TRUE
133649,slr,NA
133649,sst,TRUE
133650,oa,TRUE
133650,slr,NA
133650,sst,TRUE
133652,oa,TRUE
133652,slr,NA
133652,sst,TRUE
133653,oa,TRUE
133653,slr,NA
133653,sst,TRUE
133654,oa,TRUE
133654,slr,NA
133654,sst,TRUE
133655,oa,TRUE
133655,slr,NA
133655,sst,TRUE
133656,oa,TRUE
133656,slr,NA
133656,sst,TRUE
133657,oa,TRUE
133657,slr,NA
133657,sst,TRUE
133658,oa,TRUE
133658,slr,NA
133658,sst,TRUE
133659,oa,TRUE
133659,slr,NA
133659,sst,TRUE
133660,oa,TRUE
133660,slr,NA
133660,sst,TRUE
133661,oa,TRUE
133661,slr,NA
133661,sst,TRUE
133662,oa,TRUE
133662,slr,NA
133662,sst,TRUE
133663,oa,TRUE
133663,slr,NA
133663,sst,TRUE
133664,oa,TRUE
133664,slr,NA
133664,sst,TRUE
133665,oa,TRUE
133665,slr,NA
133665,sst,TRUE
133666,oa,TRUE
133666,slr,NA
133666,sst,TRUE
133667,oa,TRUE
133667,slr,NA
133667,sst,TRUE
133668,oa,TRUE
133668,slr,NA
133668,sst,TRUE
133669,oa,TRUE
133669,slr,NA
133669,sst,TRUE
133670,oa,TRUE
133670,slr,NA
133670,sst,TRUE
133671,oa,TRUE
133671,slr,NA
133671,sst,TRUE
133672,oa,TRUE
133672,slr,NA
133672,sst,TRUE
133673,oa,TRUE
133673,slr,NA
133673,sst,TRUE
133674,oa,TRUE
133674,slr,NA
133674,sst,TRUE
133675,oa,TRUE
133675,slr,NA
133675,sst,TRUE
133676,oa,TRUE
133676,slr,NA
133676,sst,TRUE
133677,oa,TRUE
133677,slr,NA
133677,sst,TRUE
133678,oa,TRUE
133678,slr,NA
133678,sst,TRUE
133679,oa,TRUE
133679,slr,NA
133679,sst,TRUE
133680,oa,TRUE
133680,slr,NA
133680,sst,TRUE
133681,oa,TRUE
133681,slr,NA
133681,sst,TRUE
133682,oa,TRUE
133682,slr,NA
133682,sst,TRUE
133683,oa,TRUE
133683,slr,NA
133683,sst,TRUE
133684,oa,TRUE
133684,slr,NA
133684,sst,TRUE
133685,oa,TRUE
133685,slr,NA
133685,sst,TRUE
133687,oa,TRUE
133687,slr,NA
133687,sst,TRUE
133688,oa,TRUE
133688,slr,NA
133688,sst,TRUE
133689,oa,TRUE
133689,slr,NA
133689,sst,TRUE
133690,oa,TRUE
133690,slr,NA
133690,sst,TRUE
133691,oa,TRUE
133691,slr,NA
133691,sst,TRUE
133692,oa,TRUE
133692,slr,NA
133692,sst,TRUE
133693,oa,TRUE
133693,slr,NA
133693,sst,TRUE
133694,oa,TRUE
133694,slr,NA
133694,sst,TRUE
133695,oa,TRUE
133695,slr,NA
133695,sst,TRUE
133696,oa,TRUE
133696,slr,NA
133696,sst,TRUE
133697,oa,TRUE
133697,slr,NA
133697,sst,TRUE
133698,oa,TRUE
133698,slr,NA
133698,sst,TRUE
133699,oa,TRUE
133699,slr,NA
133699,sst,TRUE
133700,oa,TRUE
133700,slr,NA
133700,sst,TRUE
133701,oa,TRUE
133701,slr,NA
133701,sst,TRUE
133702,oa,TRUE
133702,slr,NA
133702,sst,TRUE
133703,oa,TRUE
133703,slr,NA
133703,sst,TRUE
136315,oa,FALSE
136315,slr,NA
136315,sst,TRUE
169015,oa,FALSE
169015,slr,TRUE
169015,sst,FALSE
169676,oa,FALSE
169676,slr,NA
169676,sst,TRUE
170063,oa,FALSE
170063,slr,NA
170063,sst,NA
173327,oa,FALSE
173327,slr,NA
173327,sst,TRUE
173331,oa,FALSE
173331,slr,FALSE
173331,sst,FALSE
173364,oa,FALSE
173364,slr,NA
173364,sst,FALSE
173384,oa,FALSE
173384,slr,NA
173384,sst,FALSE
176704,oa,FALSE
176704,slr,NA
176704,sst,FALSE
176706,oa,FALSE
176706,slr,NA
176706,sst,NA
176714,oa,FALSE
176714,slr,NA
176714,sst,TRUE
176720,oa,FALSE
176720,slr,NA
176720,sst,NA
176721,oa,FALSE
176721,slr,FALSE
176721,sst,FALSE
176725,oa,FALSE
176725,slr,FALSE
176725,sst,FALSE
176736,oa,FALSE
176736,slr,FALSE
176736,sst,FALSE
176739,oa,FALSE
176739,slr,NA
176739,sst,FALSE
176740,oa,FALSE
176740,slr,FALSE
176740,sst,FALSE
176742,oa,FALSE
176742,slr,NA
176742,sst,FALSE
176743,oa,FALSE
176743,slr,NA
176743,sst,FALSE
176748,oa,FALSE
176748,slr,NA
176748,sst,FALSE
176750,oa,FALSE
176750,slr,NA
176750,sst,NA
176763,oa,FALSE
176763,slr,NA
176763,sst,TRUE
176770,oa,FALSE
176770,slr,NA
176770,sst,TRUE
176771,oa,FALSE
176771,slr,FALSE
176771,sst,FALSE
178796,oa,FALSE
178796,slr,TRUE
178796,sst,FALSE
178797,oa,FALSE
178797,slr,TRUE
178797,sst,FALSE
178798,oa,FALSE
178798,slr,TRUE
178798,sst,FALSE
178799,oa,FALSE
178799,slr,TRUE
178799,sst,FALSE
178800,oa,FALSE
178800,slr,TRUE
178800,sst,FALSE
178801,oa,FALSE
178801,slr,TRUE
178801,sst,FALSE
178802,oa,FALSE
178802,slr,TRUE
178802,sst,FALSE
178803,oa,FALSE
178803,slr,TRUE
178803,sst,FALSE
178804,oa,FALSE
178804,slr,TRUE
178804,sst,FALSE
178805,oa,FALSE
178805,slr,TRUE
178805,sst,FALSE
178806,oa,FALSE
178806,slr,TRUE
178806,sst,FALSE
178807,oa,FALSE
178807,slr,TRUE
178807,sst,FALSE
178808,oa,FALSE
178808,slr,TRUE
178808,sst,FALSE
178809,oa,FALSE
178809,slr,TRUE
178809,sst,FALSE
178811,oa,FALSE
178811,slr,TRUE
178811,sst,FALSE
178812,oa,FALSE
178812,slr,TRUE
178812,sst,FALSE
178814,oa,FALSE
178814,slr,TRUE
178814,sst,FALSE
178815,oa,FALSE
178815,slr,TRUE
178815,sst,FALSE
178816,oa,FALSE
178816,slr,TRUE
178816,sst,FALSE
178817,oa,FALSE
178817,slr,TRUE
178817,sst,FALSE
178818,oa,FALSE
178818,slr,TRUE
178818,sst,FALSE
178819,oa,FALSE
178819,slr,TRUE
178819,sst,FALSE
178820,oa,FALSE
178820,slr,TRUE
178820,sst,FALSE
178821,oa,FALSE
178821,slr,TRUE
178821,sst,FALSE
178822,oa,FALSE
178822,slr,TRUE
178822,sst,FALSE
178823,oa,FALSE
178823,slr,TRUE
178823,sst,FALSE
178824,oa,FALSE
178824,slr,TRUE
178824,sst,FALSE
178825,oa,FALSE
178825,slr,TRUE
178825,sst,FALSE
178826,oa,FALSE
178826,slr,TRUE
178826,sst,FALSE
178827,oa,FALSE
178827,slr,TRUE
178827,sst,FALSE
178828,oa,FALSE
178828,slr,TRUE
178828,sst,FALSE
178829,oa,FALSE
178829,slr,TRUE
178829,sst,FALSE
178830,oa,FALSE
178830,slr,TRUE
178830,sst,FALSE
178831,oa,FALSE
178831,slr,TRUE
178831,sst,FALSE
178832,oa,FALSE
178832,slr,TRUE
178832,sst,FALSE
178833,oa,FALSE
178833,slr,TRUE
178833,sst,FALSE
178834,oa,FALSE
178834,slr,TRUE
178834,sst,FALSE
178835,oa,FALSE
178835,slr,TRUE
178835,sst,FALSE
178836,oa,FALSE
178836,slr,TRUE
178836,sst,FALSE
178837,oa,FALSE
178837,slr,TRUE
178837,sst,FALSE
178838,oa,FALSE
178838,slr,TRUE
178838,sst,FALSE
178839,oa,FALSE
178839,slr,TRUE
178839,sst,FALSE
178840,oa,FALSE
178840,slr,TRUE
178840,sst,FALSE
178841,oa,FALSE
178841,slr,TRUE
178841,sst,FALSE
178842,oa,FALSE
178842,slr,TRUE
178842,sst,FALSE
178843,oa,FALSE
178843,slr,TRUE
178843,sst,FALSE
178844,oa,FALSE
178844,slr,TRUE
178844,sst,FALSE
178845,oa,FALSE
178845,slr,TRUE
178845,sst,FALSE
178846,oa,FALSE
178846,slr,TRUE
178846,sst,FALSE
178847,oa,FALSE
178847,slr,TRUE
178847,sst,FALSE
178848,oa,FALSE
178848,slr,TRUE
178848,sst,FALSE
178849,oa,FALSE
178849,slr,TRUE
178849,sst,FALSE
178850,oa,FALSE
178850,slr,TRUE
178850,sst,FALSE
178851,oa,FALSE
178851,slr,TRUE
178851,sst,FALSE
178852,oa,FALSE
178852,slr,TRUE
178852,sst,FALSE
178853,oa,FALSE
178853,slr,TRUE
178853,sst,FALSE
178854,oa,FALSE
178854,slr,TRUE
178854,sst,FALSE
178855,oa,FALSE
178855,slr,TRUE
178855,sst,FALSE
178856,oa,FALSE
178856,slr,TRUE
178856,sst,FALSE
178857,oa,FALSE
178857,slr,TRUE
178857,sst,FALSE
178858,oa,FALSE
178858,slr,TRUE
178858,sst,FALSE
194303,oa,FALSE
194303,slr,FALSE
194303,sst,FALSE
195319,oa,FALSE
195319,slr,NA
195319,sst,FALSE
22680398,oa,TRUE
22680398,slr,NA
22680398,sst,FALSE
22680409,oa,FALSE
22680409,slr,NA
22680409,sst,FALSE
22680412,oa,TRUE
22680412,slr,NA
22680412,sst,FALSE
22680427,oa,FALSE
22680427,slr,NA
22680427,sst,FALSE
22680441,oa,TRUE
22680441,slr,NA
22680441,sst,FALSE
22693158,oa,FALSE
22693158,slr,FALSE
22693158,sst,FALSE
22693182,oa,FALSE
22693182,slr,FALSE
22693182,sst,FALSE
22693363,oa,FALSE
22693363,slr,FALSE
22693363,sst,FALSE
22693490,oa,FALSE
22693490,slr,FALSE
22693490,sst,TRUE
22694502,oa,FALSE
22694502,slr,FALSE
22694502,sst,TRUE
22694552,oa,FALSE
22694552,slr,NA
22694552,sst,TRUE
22694629,oa,FALSE
22694629,slr,FALSE
22694629,sst,FALSE
22694656,oa,FALSE
22694656,slr,FALSE
22694656,sst,FALSE
22694666,oa,FALSE
22694666,slr,FALSE
22694666,sst,FALSE
22694740,oa,FALSE
22694740,slr,FALSE
22694740,sst,TRUE
22694837,oa,FALSE
22694837,slr,FALSE
22694837,sst,FALSE
22694841,oa,FALSE
22694841,slr,NA
22694841,sst,TRUE
22694847,oa,FALSE
22694847,slr,FALSE
22694847,sst,TRUE
22694852,oa,FALSE
22694852,slr,NA
22694852,sst,TRUE
22694896,oa,FALSE
22694896,slr,NA
22694896,sst,TRUE
22694924,oa,FALSE
22694924,slr,NA
22694924,sst,TRUE
22694927,oa,FALSE
22694927,slr,NA
22694927,sst,TRUE
22694934,oa,FALSE
22694934,slr,NA
22694934,sst,TRUE
22696610,oa,FALSE
22696610,slr,NA
22696610,sst,NA
22696649,oa,FALSE
22696649,slr,NA
22696649,sst,FALSE
22696861,oa,FALSE
22696861,slr,FALSE
22696861,sst,FALSE
22696876,oa,FALSE
22696876,slr,FALSE
22696876,sst,FALSE
22696898,oa,FALSE
22696898,slr,NA
22696898,sst,TRUE
22697702,oa,FALSE
22697702,slr,FALSE
22697702,sst,FALSE
22697742,oa,FALSE
22697742,slr,NA
22697742,sst,FALSE
22697748,oa,FALSE
22697748,slr,NA
22697748,sst,FALSE
22697752,oa,FALSE
22697752,slr,FALSE
22697752,sst,TRUE
22697758,oa,FALSE
22697758,slr,FALSE
22697758,sst,TRUE
22697800,oa,FALSE
22697800,slr,NA
22697800,sst,TRUE
22697935,oa,FALSE
22697935,slr,NA
22697935,sst,FALSE
22697967,oa,FALSE
22697967,slr,TRUE
22697967,sst,FALSE
22698012,oa,FALSE
22698012,slr,NA
22698012,sst,FALSE
22698039,oa,FALSE
22698039,slr,NA
22698039,sst,FALSE
22698088,oa,FALSE
22698088,slr,FALSE
22698088,sst,FALSE
22698175,oa,FALSE
22698175,slr,FALSE
22698175,sst,TRUE
22698235,oa,FALSE
22698235,slr,NA
22698235,sst,FALSE
22698280,oa,FALSE
22698280,slr,NA
22698280,sst,TRUE
22698365,oa,FALSE
22698365,slr,TRUE
22698365,sst,FALSE
22698375,oa,FALSE
22698375,slr,FALSE
22698375,sst,TRUE
22698398,oa,FALSE
22698398,slr,NA
22698398,sst,TRUE
22698557,oa,FALSE
22698557,slr,NA
22698557,sst,TRUE
22724836,oa,TRUE
22724836,slr,NA
22724836,sst,FALSE
22724845,oa,FALSE
22724845,slr,NA
22724845,sst,FALSE
22724879,oa,TRUE
22724879,slr,NA
22724879,sst,FALSE
22728442,oa,FALSE
22728442,slr,NA
22728442,sst,FALSE
22732425,oa,TRUE
22732425,slr,NA
22732425,sst,FALSE
22733462,oa,FALSE
22733462,slr,TRUE
22733462,sst,FALSE
22734194,oa,FALSE
22734194,slr,NA
22734194,sst,FALSE
22734408,oa,FALSE
22734408,slr,FALSE
22734408,sst,TRUE
22735250,oa,FALSE
22735250,slr,FALSE
22735250,sst,TRUE
46967817,oa,FALSE
46967817,slr,NA
46967817,sst,FALSE
62101215,oa,FALSE
62101215,slr,NA
62101215,sst,TRUE
62101249,oa,FALSE
62101249,slr,FALSE
62101249,sst,TRUE
62289271,oa,FALSE
62289271,slr,FALSE
62289271,sst,FALSE
83776383,oa,FALSE
83776383,slr,NA
83776383,sst,FALSE
84131194,oa,FALSE
84131194,slr,TRUE
84131194,sst,FALSE
84156809,oa,FALSE
84156809,slr,NA
84156809,sst,TRUE
